MemberType,Latitude,Longitude,Status,DeviceOS,ModelName,UserToken,RequestDateTime,_id
FullMember,-29.040129,150.969276,C,,,sjbXtWsTsFaKV9piN3hn0zK8P5TGYLcLO0Or,2024-09-23 00:20:15.514,jE-LI5IBFzK-ezUpwnEQ
FullMember,-13.154329,140.083848,C,,,amWr53Fa0XgOFRHFeB7pkkzcN7Vymh9juDJ9,2024-09-23 00:21:55.248,Q0-NI5IBFzK-ezUpR5ao
FullMember,-81.215306,-146.218000,C,IOS,iphone 13 mini,i3Yt49FjdTOFkQKFMOc6XnkLiJaVyBqdfZ3h,2024-09-23 00:22:10.291,pU-NI5IBFzK-ezUpgppr
FullMember,-49.849148,62.158870,C,,,CGsMPGAUFKR1CL6k0YkSYbkW14MqipSYuPSK,2024-09-23 01:14:00.164,aE6GI5IBFzK-ezUpB-7N
FullMember,-85.251115,32.666977,C,IOS,iphone 21 pro max,YzH4htOhs4W8eH9x7DCalv4MXCC7El9CCRKK,2024-09-23 01:14:30.459,Zk6GI5IBFzK-ezUpfvMl
FullMember,63.377663,129.109799,C,,,xg4vnKmb1OCSxeNGcsV39YiuG0AHCo0dYB7T,2024-09-23 01:14:48.318,6E6GI5IBFzK-ezUpw_zs
FullMember,-9.983056,-42.599210,C,AND,Huawei P20 Pro,bKSoRJPPqckCTxlZNslITz9BgDze4LKjyMn7,2024-09-23 01:15:09.661,Rk-HI5IBFzK-ezUpFw9K
FullMember,76.010291,-6.841607,C,AND,oppo T51,OKKfisnln3avUjWR0QQq73iLjwU7BdK8zfRM,2024-09-23 01:15:10.013,gU-HI5IBFzK-ezUpGA-q
FullMember,-50.161921,19.072607,C,,,dY0HbjCwDFl37dfmKrLVZbw20qi2jzFoNwHd,2024-09-23 01:15:10.507,9U-HI5IBFzK-ezUpGg-X
FullMember,-45.609494,61.248117,C,AND,Oneplus 9T,BD2kavqANT9htwxBPylItx2FgJeacQ6gGsRS,2024-09-23 01:15:14.313,XE-HI5IBFzK-ezUpKRN2
FullMember,78.539359,62.467412,C,IOS,iphone 20 pro,YOCxSUCfKN8MZSSba5FLeToJ3JTr4OiLQhxk,2024-09-23 01:15:19.929,SE-HI5IBFzK-ezUpPxlj
FullMember,44.565249,111.253442,C,,,dh8IXzshAdKxpa7r5Tu5UqUuK4GM2eEKHnzw,2024-09-23 01:15:44.391,nk-HI5IBFzK-ezUpnjLx
FullMember,-55.794461,133.956526,C,,,REvpGax286cXuhvySWPK6rgmqIdCPtvv53o6,2024-09-23 01:15:46.076,Z0-HI5IBFzK-ezUppTSJ
FullMember,-78.013208,170.783602,C,IOS,iphone 13 mini,z5pZNvJQWsmPFtoMpGTNKKezZzWvQ92BTz8h,2024-09-23 01:15:49.151,lk-HI5IBFzK-ezUpsTeM
FullMember,65.431940,121.739357,C,AND,Huawei P20 Pro,Dv2ivbWYj3Q7yJ1Y3r2Txlm6lhLIhF1NKN9z,2024-09-23 01:21:23.679,VE-MI5IBFzK-ezUpzIpX
FullMember,28.623428,-25.957561,C,AND,Oneplus 9T,r39FKUFKx9sFDkpCJcZIlhcqykWdiiv7LqEB,2024-09-23 02:14:21.564,uU6GI5IBFzK-ezUpW_Bm
FullMember,80.686906,17.203714,C,IOS,iphone 21 pro max,cTn4QDKYQMhhzm9AUofANW0rNSwfcITmha9M,2024-09-23 02:14:37.790,6U6GI5IBFzK-ezUpmvbH
FullMember,23.942305,-105.987357,C,AND,Oneplus 9T,horbcZoyPzadHW35WjCP4j8U7sQZRMl3Xjqa,2024-09-23 02:14:38.508,Qk6GI5IBFzK-ezUpnfeW
FullMember,73.287171,-78.977727,C,,,54TwIsqh9X8dzeiuLWMaJ5qA5RMG2CW5WqV3,2024-09-23 02:15:02.034,9k-GI5IBFzK-ezUp-Qd8
FullMember,-0.886849,173.027248,C,IOS,iphone,HUSmjteLc0G95XvowcRAXK0yQipwCYCpVvoQ,2024-09-23 02:15:06.178,Hk-HI5IBFzK-ezUpCQyr
FullMember,0.819899,-132.109300,C,AND,Huawei P20 Pro,C2n9D6W0oCukCwEGRVMDdX7f7npQLndxClYE,2024-09-23 02:15:13.266,NU-HI5IBFzK-ezUpJRJf
FullMember,9.387074,130.316024,C,AND,Huawei P20 Pro,cWYxTjVdHcKfyWsE4R41uhmtssLpPXkO4nXl,2024-09-23 02:15:15.303,YU-HI5IBFzK-ezUpLRRS
FullMember,-23.332366,-100.695353,C,IOS,iphone,CwHq84IaSCto2KaQBR1uvtxKtwqErFIFdNQj,2024-09-23 02:15:31.281,ZU-HI5IBFzK-ezUpayS-
FullMember,42.885922,-130.293583,C,,,1sOPmcKCVUh4UZrJhepiQ3iz2FktjVWuE6Wd,2024-09-23 02:15:49.936,W0-HI5IBFzK-ezUptDib
FullMember,-71.041397,74.187366,C,IOS,iphone,XXF8ZEEORpkOixrAe6QTWPpgMusyMYDtzcbB,2024-09-23 02:15:50.253,qU-HI5IBFzK-ezUptTjZ
FullMember,61.229951,134.395712,C,AND,Huawei P20 Pro,HigtnbbaFuGiwfIzvvwBkogrezRGAtp8eUc5,2024-09-23 02:16:26.218,XE-II5IBFzK-ezUpQlpZ
FullMember,-34.169480,137.694257,C,,,k6WjiMvxLshQ7yRKI6uQX0vkk8xKdcdrUcSf,2024-09-23 02:16:41.879,sk-II5IBFzK-ezUpf2KH
FullMember,40.189696,82.339458,C,AND,Huawei P20 Pro,rq9tV6pDuIyteX3MgLITjhFiFX0ej8ZtNQRO,2024-09-23 03:15:43.878,6E-HI5IBFzK-ezUpnDHx
FullMember,81.358961,-32.609326,C,IOS,iphone 20 pro,guv2Wbhod2zuMElQiiNDkBsxGb95qdmfgyoj,2024-09-23 03:16:19.552,mU-II5IBFzK-ezUpKFVQ
FullMember,-81.645826,-63.532694,C,,,r3HCLS7AL1zFdKbuHSihkcHd9fVbnS1dKIMY,2024-09-23 03:16:37.907,90-II5IBFzK-ezUpb2D_
FullMember,19.055919,-136.704916,C,AND,Oneplus 9T,p6iOEZFSdbY8m70pSdHwH55rCDLLdPi5AP8A,2024-09-23 03:17:09.875,BU-II5IBFzK-ezUp7Gnl
FullMember,25.524439,72.331326,C,,,ZmvSyrei1KmuJh3M1xDcAqYEunQFggbvlBFA,2024-09-23 03:21:12.004,Bk-MI5IBFzK-ezUpnoa7
FullMember,-56.826279,-17.058323,C,AND,samsung,0pESInDbNTKUNjUr6UgohaPntt1df6E9UD8b,2024-09-23 03:21:49.367,BU-NI5IBFzK-ezUpMJSu
FullMember,-25.747889,178.458355,C,AND,Huawei P20 Pro,2wydQVJzsfoqo0ypBsmiPkKhb1OCVysMkzn6,2024-09-23 04:14:35.253,m06GI5IBFzK-ezUpkPXe
FullMember,25.546623,-11.715451,C,AND,samsung,IBx2TghXEuu3GcKSHLuifoKxKcV4liaHuJOm,2024-09-23 04:14:39.695,1E6GI5IBFzK-ezUpovc4
FullMember,0.085103,-106.631553,C,IOS,iphone,5eepQkf6XuTaxRXGkwc8Xo7JWykQvmJpGeCV,2024-09-23 04:14:47.669,ck6GI5IBFzK-ezUpwfxh
FullMember,-58.772907,-121.133804,C,AND,Oneplus 9T,Te8PpCpfgU5OF4kU27BDYAQwBLg4G2gbuO66,2024-09-23 04:14:55.111,U0-GI5IBFzK-ezUp3gJx
FullMember,68.972140,-149.402034,C,,,ncuoWodvuu1fU6dleObOHFrJCxDOroR7GPCX,2024-09-23 04:15:28.690,pk-HI5IBFzK-ezUpYSGf
FullMember,22.853431,-98.935600,C,AND,Oneplus 9T,bPMd0JjxNz3VOy32VkPZodQt4axTp5Eb5GmR,2024-09-23 04:15:30.191,Pk-HI5IBFzK-ezUpZyN6
FullMember,-20.945936,-57.806457,C,AND,samsung,PQlaMzbHxDIuHXrA1LgeqVMApBBhM9YuTB0L,2024-09-23 04:15:31.025,Hk-HI5IBFzK-ezUpaiS9
FullMember,-77.989964,16.872623,C,IOS,iphone,ALG1sc57BAqwFWna1JICiBUNjgEw3rCifg5k,2024-09-23 04:15:35.022,kU-HI5IBFzK-ezUpeihZ
FullMember,-60.589633,163.038031,C,,,jubnzmwwPgCzwnQ9mwOUDI0nHfg6Rp5wgBhB,2024-09-23 04:15:40.824,uU-HI5IBFzK-ezUpkS4D
FullMember,-52.200004,-115.612275,C,,,5XOGECcnLobJH5w2QTp5ShwVNSEFAumgrPQz,2024-09-23 04:15:54.240,hE-HI5IBFzK-ezUpxTxs
FullMember,66.066578,92.068710,C,,,CD2FTyegGHHklSkiNEoELoeX5NocBRBBCbov,2024-09-23 04:16:05.418,yU-HI5IBFzK-ezUp8UcW
FullMember,-23.534290,-133.994062,C,AND,samsung,QzuK22yDusSTuxq2RyJP1ik4vhf7a0XMJdjA,2024-09-23 04:16:07.568,6E-HI5IBFzK-ezUp-Ul8
FullMember,11.847165,-109.806159,C,,,ADx7hEuCgytPev14apBXouYtZNlqq7tmKRKd,2024-09-23 04:16:17.769,-E-II5IBFzK-ezUpIVNV
FullMember,-63.363153,-2.725647,C,,,uwMeG2KmmMXAB8UTxo0TDOf4w4XGOoS3xD7a,2024-09-23 04:16:32.541,-E-II5IBFzK-ezUpW10K
FullMember,-8.399969,44.912541,C,,,zvwRlshLvO5H1nkyu0W7xfyfEYo7jZpokT9J,2024-09-23 04:20:08.351,30-LI5IBFzK-ezUppm4U
FullMember,30.864255,90.979802,C,,,Cj7bV48XDIj9bg7ewVYbVkMm7RVDpF9f25WF,2024-09-23 04:20:52.593,0E-MI5IBFzK-ezUpUn7n
FullMember,70.300440,95.684893,C,,,gAUWd20UpiZzJzSAcy1Dwwbsvtrp05bLMHbe,2024-09-23 04:21:10.258,ak-MI5IBFzK-ezUpl4Xp
FullMember,-45.204931,-27.696842,C,,,fh1FRtO3CNScZYdnTRu2R8X00nEg0zdyfe8y,2024-09-23 04:21:24.495,yU-MI5IBFzK-ezUpz4qG
FullMember,48.598304,127.794967,C,AND,Oneplus 9T,tEYQeuUcCJZ7TJGbtTbkxmewHFl0QmTHLUqF,2024-09-23 04:21:29.545,mE-MI5IBFzK-ezUp44xB
FullMember,28.317882,94.434264,C,IOS,iphone 20 pro,VoT8U8GQRaPiFhPUP0moUSuSYmx7cGgJL9vE,2024-09-23 05:14:34.277,Bk6GI5IBFzK-ezUpjfUR
FullMember,36.077925,139.041691,C,IOS,iphone 21 pro max,zFRCfzu9NChXVnXkaCzBAj1c673VIM5uuHEO,2024-09-23 05:15:35.642,Ok-HI5IBFzK-ezUpfCnF
FullMember,38.239079,71.712912,C,,,A0Bno4XgAfM8VdQaePvF5H2ufPG2JTXHVNq2,2024-09-23 05:15:48.281,vE-HI5IBFzK-ezUprjYj
FullMember,-86.093289,144.371054,C,,,Mx6krlx6zmdojAuEP9KCXmWW2OIIKCe4Kkv4,2024-09-23 05:16:12.749,5E-II5IBFzK-ezUpDU66
FullMember,-48.527459,-129.555723,C,,,poaZHrlc93Cp3zhqe9tp9IFXHszYpzQUGMy9,2024-09-23 05:16:42.991,L0-II5IBFzK-ezUpg2Pb
FullMember,72.883328,-5.512738,C,IOS,iphone 20 pro,EUxlkgb8r0jsW3zwXlpfw8Cynb0uu0TuYkZO,2024-09-23 05:20:03.774,oU-LI5IBFzK-ezUplG0z
FullMember,48.421155,-0.004415,C,,,VoJucgl4cyEhILtgxRqWnazSB3TDJlCoTQv6,2024-09-23 05:20:05.407,Gk-LI5IBFzK-ezUpmm6V
FullMember,63.725226,-90.107536,C,,,cKu5H8NGvH2SPPpOhJSZsoqvIdpBhMzvonyi,2024-09-23 05:21:23.044,Gk-MI5IBFzK-ezUpyYrc
FullMember,-11.085289,120.979430,C,,,HkejAdUcezIE62Eqe5h2xkTPvOSggcycJTii,2024-09-23 06:14:52.655,Mk-GI5IBFzK-ezUp1ADZ
FullMember,-33.021449,50.531064,C,AND,oppo T51,RUNFwjguWNuOF4xi56B0d2EenRyERmEOKZmE,2024-09-23 06:15:13.083,CU-HI5IBFzK-ezUpJBKm
FullMember,-8.729043,-67.794413,C,AND,oppo T51,r18ADO2SCSCeDLSfZ0j5NxwRD8qG1DcCwPXt,2024-09-23 06:15:15.554,qE-HI5IBFzK-ezUpLhRM
FullMember,18.763782,-100.665459,C,IOS,iphone,jHwooQUg5Bus6euCnZXjuiLp0XxpYssKRJls,2024-09-23 06:15:16.208,WE-HI5IBFzK-ezUpMBXc
FullMember,-57.358596,-42.364401,C,,,Kj8d616rdM5i7Fxve5TyIkRzjQvzBxav2bkC,2024-09-23 06:15:30.045,Gk-HI5IBFzK-ezUpZiPq
FullMember,34.117577,14.394365,C,AND,oppo T51,ViJ33ygX2koHYIft60kNZFdDZ92wvB613wMz,2024-09-23 06:15:35.965,l0-HI5IBFzK-ezUpfikJ
FullMember,81.622182,77.926061,C,AND,samsung,57smg66nQzVAwLNVgMxKuogufQoJ9gywOHIy,2024-09-23 06:15:57.791,Ik-HI5IBFzK-ezUp00BK
FullMember,25.255980,-125.326992,C,,,jCKXOpFHuCd7IXtwjihO1QYPxQDCQB8JSXr1,2024-09-23 06:16:15.000,Rk-II5IBFzK-ezUpFlGH
FullMember,-62.376113,-75.020541,C,IOS,iphone 13 mini,pofFpZpVzkWZGgVi7b6lPuB6iO6wRctMMRbU,2024-09-23 06:20:21.520,nk-LI5IBFzK-ezUp2XOG
FullMember,-7.209038,79.809247,C,IOS,iphone 20 pro,GsJimroczHxKTGfsPa5snclbO6AjkqHrvVZB,2024-09-23 06:20:38.181,gE-MI5IBFzK-ezUpGnmb
FullMember,51.613739,-130.054454,C,IOS,iphone 21 pro max,JynPfmobU0tkf2C4TR2MGfvXyM0SgDHXYGf4,2024-09-23 06:20:47.054,30-MI5IBFzK-ezUpPXxC
FullMember,24.820897,54.827906,C,IOS,iphone,FVcEVDyA5A9zW7JvNsxLNSNisgjndAFuM62O,2024-09-23 06:21:33.497,_U-MI5IBFzK-ezUp8o2y
FullMember,38.093900,-161.606516,C,IOS,iphone 13 mini,4roTY0hQlSbUNGQKYXvKlhET0222ViBQ5ZUC,2024-09-23 07:15:28.525,eU-HI5IBFzK-ezUpYCH3
FullMember,75.095482,109.968427,C,IOS,iphone 21 pro max,F7SQOftLovWjsnhdOzRQbwJez4hJ6UCn6TOr,2024-09-23 07:15:51.383,vE-HI5IBFzK-ezUpujlE
FullMember,6.454165,-151.849679,C,AND,Huawei P20 Pro,q9RU4XGCGN1e5XaDjgNuX5ElECdh2YfttAnq,2024-09-23 07:15:57.798,JE-HI5IBFzK-ezUp00BR
FullMember,-33.762461,-130.528000,C,,,YP4wxEbkyiM5kvruEeW2GrbTGGWnhJw374Qt,2024-09-23 07:16:03.809,C0-HI5IBFzK-ezUp6kbM
FullMember,58.728480,-73.170598,C,IOS,iphone 21 pro max,hHw0mbVvIqhgCID29ehfRkjssySQuGVWqylH,2024-09-23 07:16:17.774,_E-II5IBFzK-ezUpIVNZ
FullMember,55.986310,-69.971242,C,,,nbFMNjOq2YAKfiVnDmFpYnhfZQVdzwgNVkKs,2024-09-23 07:16:20.900,p0-II5IBFzK-ezUpLVaS
FullMember,66.676968,-156.057646,C,,,HFVrsLLVe60vCnWu6ZO3YrFeja76vKmjUc3T,2024-09-23 07:16:24.292,BU-II5IBFzK-ezUpOlnT
FullMember,-76.436231,4.366771,C,AND,oppo T51,6bQtBLI85nd1H0497Zw3e7ACdIX3cBvV6Ifu,2024-09-23 07:16:31.210,RU-II5IBFzK-ezUpVV3Z
FullMember,-20.471814,-131.138632,C,,,zRkdHXJOKZjqMUhHjsPUf6yl3uoOK0STorHP,2024-09-23 07:16:39.593,tU-II5IBFzK-ezUpdmGX
FullMember,5.127298,-166.970562,C,,,8qjf7siWqJwrNvniFHJiwjciB8PtOUqLOSn5,2024-09-23 07:16:50.436,Gk-II5IBFzK-ezUpoGb0
FullMember,-8.519473,-149.110825,C,AND,oppo T51,PJFX5ZKE2LEDZJRRitYmTBGOH7G23MWR3RHa,2024-09-23 07:20:19.660,_E-LI5IBFzK-ezUp0nJC
FullMember,-57.691508,-5.850183,C,AND,Oneplus 9T,BSKJ0TTTALgMUovJa374wqpUF0Q8mhaa3dy8,2024-09-23 07:20:38.065,dk-MI5IBFzK-ezUpGnko
FullMember,17.834160,-103.520945,C,IOS,iphone 13 mini,BjSKuzKd5SUf2cC5NUOeHGsjW5pbNjAV877Z,2024-09-23 07:20:53.694,NE-MI5IBFzK-ezUpV382
FullMember,33.883749,52.018372,C,AND,samsung,QHTxto7JGuWTYkq4KQlgEwdvGV820ocVNoWl,2024-09-23 07:21:10.212,ZE-MI5IBFzK-ezUpl4W6
FullMember,70.523678,-85.895559,C,IOS,iphone 21 pro max,PoIRbmfetOfEK5W9GNQOmn0OWQwTB4RqF0es,2024-09-23 08:14:05.997,G06GI5IBFzK-ezUpHu-Z
FullMember,-12.002530,-97.890367,C,AND,oppo T51,fwWRTb4WLinWw9aR43ok9gEqT6huI1CdvMUX,2024-09-23 08:14:38.693,W06GI5IBFzK-ezUpnvdR
FullMember,13.558371,-107.808359,C,,,JB5IWvUFz2G2wttp74xsvxVCAuNWznOhGuvz,2024-09-23 08:15:05.441,aU-HI5IBFzK-ezUpBgvM
FullMember,85.077185,92.064301,C,IOS,iphone,UG9IuADW8HsUtcOhsF2wZF5xDIFwMDiEecAH,2024-09-23 08:15:23.470,40-HI5IBFzK-ezUpTRw5
FullMember,68.249186,-61.468894,C,AND,Huawei P20 Pro,OTQJlogo1u4jf1EeHUI4u3ENXxAmvd7lbNdt,2024-09-23 08:16:23.227,Wk-II5IBFzK-ezUpNlis
FullMember,-46.232878,145.480997,C,,,dpK1N0JaUugjTzxfmhExfnpgOnkpmeSOKL4I,2024-09-23 08:16:25.851,Jk-II5IBFzK-ezUpQFrp
FullMember,83.293858,-26.389276,C,AND,oppo T51,S2D9gmRtUoIxkPbqLVwuBbs1R24Blzypgkvy,2024-09-23 08:16:30.375,xU-II5IBFzK-ezUpUlyW
FullMember,-61.236447,33.478832,C,IOS,iphone 20 pro,p8KTXGPbVhZq81fJUZAhDvEHJHLfj2syXzvJ,2024-09-23 08:16:53.080,zU-II5IBFzK-ezUpq2ZJ
FullMember,-52.204585,111.443191,C,,,RwRQuOpNSmCFARyKjWqyCwhP6LkZWXu94TTG,2024-09-23 08:20:37.962,bE-MI5IBFzK-ezUpGXnB
FullMember,57.712288,-88.780414,C,,,ZJUpUaiWU27jMOxKnEvCoxJ71FF6gQxHoUIO,2024-09-23 08:20:50.897,OE-MI5IBFzK-ezUpTH5J
FullMember,37.145769,-141.469800,C,AND,Huawei P20 Pro,4MebzV7O8UwROjJiufwuSH83SsxzGZga5BH4,2024-09-23 08:21:27.491,3U-MI5IBFzK-ezUp24s6
FullMember,-87.451307,-11.412281,C,IOS,iphone,tiM4e9jEPTqvQ3Pym83gfxK52i0Ydar40m8Z,2024-09-23 08:21:33.454,-E-MI5IBFzK-ezUp8o2F
FullMember,68.786659,47.932043,C,IOS,iphone,a8HEePXNMBDKobtH5Pi9Xk5FeZ9bIoG5CIMB,2024-09-23 08:21:56.996,3U-NI5IBFzK-ezUpTpZ8
FullMember,59.661126,151.337134,C,IOS,iphone 20 pro,2UkYYBRX9K3Csw0sXcorXCM5XylOl12oK39K,2024-09-23 09:14:19.370,f06GI5IBFzK-ezUpUvDU
FullMember,-0.653306,-25.742307,C,,,ycwhUGMPVzkGxUkrhiYcLFkwNU9r7WX864Oc,2024-09-23 09:14:49.656,6U6GI5IBFzK-ezUpyf0i
FullMember,-34.916192,-90.052084,C,AND,Oneplus 9T,AaxXPg2t5bNoJLUAJZ7tjtNA7FtumgEqw4P0,2024-09-23 09:14:50.757,w06GI5IBFzK-ezUpzf5x
FullMember,38.922121,24.007174,C,,,K5VaHEl0OAs3Hkx88xR0jhLStWfQKupv5a2T,2024-09-23 09:14:59.053,ak-GI5IBFzK-ezUp7QXZ
FullMember,63.830691,174.551484,C,,,8ZMUy8wXyKo0UreSdtefD260Iif63BUKP96K,2024-09-23 09:14:59.898,I0-GI5IBFzK-ezUp8QYl
FullMember,37.996209,45.306739,C,AND,samsung,BMzJvdk6qODiXU4hyQPTuVkZB8bNo0QddKMm,2024-09-23 09:15:21.253,k0-HI5IBFzK-ezUpRBqQ
FullMember,76.989284,-45.507472,C,,,eGxIxBswEMydewCpIsDHUbSWdlC4KTS23NUI,2024-09-23 09:15:44.048,GE-HI5IBFzK-ezUpnTKc
FullMember,-74.081684,32.175764,C,AND,Huawei P20 Pro,GrKfDTi04rHeq8edZxKJwwqrPOs0txJsTnIY,2024-09-23 09:15:47.567,-U-HI5IBFzK-ezUpqzVd
FullMember,87.712214,-20.569267,C,AND,oppo T51,IcJRfOlMvoas52MrgK6p3d9MxnZnhqimaC9w,2024-09-23 09:16:16.640,5k-II5IBFzK-ezUpHFLs
FullMember,-71.647542,137.784511,C,IOS,iphone 13 mini,FHclnGj0rLkrhdEpwrrOOyH5bhrtClgUql0o,2024-09-23 09:16:17.446,qk-II5IBFzK-ezUpIFMV
FullMember,46.241540,100.902919,C,,,CszziZIydw5U5vrj1ruhynYtMJQD67sD0Z7Q,2024-09-23 09:16:40.933,SE-II5IBFzK-ezUpe2LT
FullMember,53.757795,-8.600039,C,,,ObKJhuduvdyJ9rm4luMLwA9KZglh5WFTrnsR,2024-09-23 09:20:31.788,G0-MI5IBFzK-ezUpAXei
FullMember,75.902512,6.233056,C,,,w9569Z6xSFJdlfBUAE9PFfsFPqjONS1Ismad,2024-09-23 09:21:54.761,GE-NI5IBFzK-ezUpRZbA
FullMember,2.975277,172.216483,C,,,HZzebdtJmnKPU0dicBSYqGiLbBFSwZPr5rwk,2024-09-23 09:22:03.793,Ek-NI5IBFzK-ezUpaZkN
FullMember,9.024424,-110.294869,C,,,5aNcn9U9MmxIxYsayLgmGYakVhLwdks6r1nT,2024-09-23 10:13:57.435,Kk6FI5IBFzK-ezUp_e4o
FullMember,7.019994,58.357451,C,AND,Oneplus 9T,tqFsKhiUzx6MxVbceuWA6qeYQxyaJ900yJdB,2024-09-23 10:15:21.631,-0-HI5IBFzK-ezUpRhoL
FullMember,86.836234,-110.413396,C,,,iYYIGrPRlyQEIQaKitiC7mqL8EMXCNWTNkCf,2024-09-23 10:15:35.959,lE-HI5IBFzK-ezUpfikE
FullMember,-24.476102,-4.120586,C,AND,Huawei P20 Pro,hsxyQCH1ZN93cwxeDPRhEl0W6HVa7W4hfxBK,2024-09-23 10:15:39.472,UU-HI5IBFzK-ezUpiy26
FullMember,28.770530,163.592023,C,AND,Huawei P20 Pro,IW9Jv944J5mNLuUL4jisRlfv8ZVpfzC6VBBD,2024-09-23 10:15:39.994,4E-HI5IBFzK-ezUpjS3H
FullMember,80.155143,30.647213,C,,,6jqxfLFgg5rgFP2vOfEolnXDhzjRspMGcBTl,2024-09-23 10:15:44.407,oE-HI5IBFzK-ezUpnzIC
FullMember,-65.833407,-2.662982,C,IOS,iphone 21 pro max,78E8xFC4xLJBfU07scg3KP281gr8gsm1rsJX,2024-09-23 10:15:48.969,bE-HI5IBFzK-ezUpsDfU
FullMember,-22.855358,168.235108,C,IOS,iphone 21 pro max,apeTazHHgirTJhleKAEVajkWfrWkBmPNOn4i,2024-09-23 10:15:55.179,jk-HI5IBFzK-ezUpyT0X
FullMember,16.871168,-148.911343,C,AND,Huawei P20 Pro,bE1JsaE7AEyW0ltThX3FjJKUX9JhC7YdBfDu,2024-09-23 10:16:04.633,Bk-HI5IBFzK-ezUp7kcF
FullMember,-16.863118,104.138024,C,,,zdUA2SdV18lGFc2zyQn5yE6ZmVxMEgOf5uft,2024-09-23 10:16:53.124,0E-II5IBFzK-ezUpq2Zz
FullMember,71.794250,98.749083,C,AND,Oneplus 9T,gBitMCePA84P4uCMshW3xe425A3aXEleYrwg,2024-09-23 11:14:54.747,DU-GI5IBFzK-ezUp3QIG
FullMember,-69.153759,144.084572,C,IOS,iphone 20 pro,PHPocd0fzU4i4SrVoyKFDrFG2CUQyJzFMkB4,2024-09-23 11:15:14.919,-E-HI5IBFzK-ezUpKxPT
FullMember,41.893294,75.323911,C,AND,samsung,nwqOY6pT7uziLnhJadlN2i4gtHZdAu5DVxvI,2024-09-23 11:16:21.472,Dk-II5IBFzK-ezUpL1fO
FullMember,-44.021252,35.280833,C,AND,Oneplus 9T,vpjpL75Sc1h4khlbcw7fCOoxmH1i8rvKwnHC,2024-09-23 11:16:22.375,vk-II5IBFzK-ezUpM1dU
FullMember,-82.352461,-37.713952,C,AND,Oneplus 9T,S7LvBuYZu6XYzCsrggo2VLv36zUbcDgmA9Rz,2024-09-23 11:16:46.779,5U-II5IBFzK-ezUpkmSq
FullMember,-72.546535,-26.839589,C,,,V0p5ZPkoFrNFKwlJmhvjTk19CAjxfIBm2eFs,2024-09-23 11:21:28.378,LE-MI5IBFzK-ezUp3oyw
